Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
musa-acuminata-freshripe-43de8667-2653-11ec-a9f3-d8c4975e38aa_jpg.rf.e56f620664ffe3e56f85df2c683ada8d.jpg,ripe,1352.1764944392955,1976.1408041805778,1355.189701112141,2080.3469298882274,0.9792056024599499,0.9696099897859228,0.97915926396961,0.9680074596332509,5.302652919369787,7.749571781100305,5.314469416126043,8.158223254463637,0.2602702739170422,0.27698547235206494,0.2604015754448602,0.28067049620593076,0.8963782040992802,0.8914925003941879,0.8963337942648902,0.8899899185898296,0.9467725197212264,0.9441888054802323,0.9467490661547495,0.9433927700538253,0.7502421030525206,0.6155080255216309,0.7496855394938633,0.5952329424196
musa-acuminata-freshripe-442acb3c-2653-11ec-a09b-d8c4975e38aa_jpg.rf.5733c2a384dbf5f83900cefeb9411c37.jpg,ripe,1120.9128822984244,1837.9544200899986,1355.9430027803521,1877.9756132965597,0.9827620815935406,0.9717350841188142,0.979147679347025,0.9711196196398892,4.3957367933271545,7.207664392509798,5.317423540315106,7.364610248221803,0.2492232538925873,0.27128873549567123,0.2598318283325599,0.27277168177320565,0.9001274044232466,0.8938233578722686,0.896650624272058,0.8932430559100478,0.948750443701212,0.945422317206585,0.9469163765993585,0.9451153664553592,0.792139662643808,0.6408935208120247,0.7485560435207355,0.6330740288658608
musa-acuminata-freshripe-44b04409-2653-11ec-b743-d8c4975e38aa_jpg.rf.983163401e4b60b00f0e468e2babf24f.jpg,ripe,1313.758109360519,1684.6656989403398,854.244091751622,1776.0348381477718,0.9797964182117843,0.9740924291984693,0.9868630379886258,0.9726873121805467,5.151992585727526,6.6065321527072145,3.3499768303985173,6.964842502540281,0.21298990660045752,0.21759945746156184,0.19266920845670826,0.2206941098943569,0.9205810784128887,0.9195346432588715,0.927412194672323,0.918204287623239,0.9594691649098936,0.958923690008163,0.9630224268792098,0.958229767656609,0.661140570135381,0.5308958699839399,0.7796636505352764,0.5054536468858031
musa-acuminata-freshripe-45145e8c-2653-11ec-8c3a-d8c4975e38aa_jpg.rf.a98646f8a74eb707296eefb595a4d6ee.jpg,ripe,1152.5515523632994,1620.4807664392508,691.5309314179797,1439.2527217302945,0.9822755274449713,0.9750794948722165,0.9893653164669828,0.9778665038333852,4.51981000926784,6.354826535055886,2.7118860055607046,5.644128320510959,0.18223990959982656,0.18894094728488686,0.16152399636731307,0.1829500576091792,0.9344889831255944,0.9320794038878872,0.9413778145616973,0.9347353117528115,0.9666897036410362,0.9654425948174687,0.9702462649047907,0.9668171035686178,0.6315055382085432,0.4286919971738533,0.7789033229251259,0.49258478406960127
musa-acuminata-freshripe-457d3d65-2653-11ec-abaf-d8c4975e38aa_jpg.rf.b00f0bfde4ddce909ecbd5c6cc087167.jpg,ripe,1186.4501274328081,1540.4383800261287,677.2181997219648,1539.6832631731747,0.9817542194286469,0.976310423830066,0.9895854242960974,0.9763220363674041,4.652745597775718,6.040934823631877,2.6557576459684893,6.037973581071274,0.18479721540295466,0.18766833823155055,0.16193638369154706,0.1876433425513301,0.9334359130621368,0.9326959528298525,0.9410427863383741,0.9327070154715332,0.9661448716740864,0.9657618509911502,0.9700735984132205,0.9657675783911641,0.6249597752228134,0.4637290572351972,0.7859294209049582,0.46399193514831727
musa-acuminata-freshripe-48cdbe24-2653-11ec-bb61-d8c4975e38aa_jpg.rf.b5598b616713733c17e42ed595dc9c99.jpg,ripe,1055.3756371640409,1887.0370155320074,1377.0354494902688,1864.383509943388,0.9837699437584344,0.9709802691918308,0.9788233099146453,0.9713286453119769,4.138727988878592,7.400145158949049,5.400139017608897,7.311307882130933,0.23797899443719345,0.2642318372468841,0.2524287692018111,0.26341303656604753,0.9055784816969811,0.8976221138880999,0.9008168149490741,0.8979503965511128,0.95161887418072,0.9474292131278726,0.9491136996951809,0.9476024464674586,0.7931249596871736,0.6088918578762975,0.7300731094276609,0.6135870336520921
musa-acuminata-freshripe-48cdbe25-2653-11ec-9d1c-d8c4975e38aa_jpg.rf.f441234dc09b07eea97927525ab54621.jpg,ripe,1080.234592215014,1911.955871679489,1399.634499536608,1914.221222238351,0.9833876512131299,0.9705970554596701,0.9784757712370958,0.9705622178476556,4.236214087117701,7.497866163448976,5.488762743280815,7.506749891130788,0.2402049752347563,0.2662778231599607,0.2544664313582422,0.2663590234098154,0.9046345280557246,0.8966827906448692,0.899909900594572,0.8966500024305539,0.951122772335793,0.9469333612482291,0.9486358103058159,0.9469160482484992,0.7897906265791366,0.6067927692755074,0.7276366695844043,0.6063268839310472
musa-acuminata-freshripe-4a4d77e5-2653-11ec-9a63-d8c4975e38aa_jpg.rf.72b0ab1eb34c6f0697f92283fdf52145.jpg,ripe,972.1358028266914,1950.0892727536652,1591.726424930491,2044.4788793729133,0.9850500445540754,0.9700106223240909,0.9755216924779244,0.9685590551568155,3.812297265987025,7.647408912759471,6.242064411492122,8.017564232834955,0.24679643472830304,0.2805826322319702,0.27456891632617,0.28398365681565696,0.8996955448569873,0.8895333413754776,0.8905902066104655,0.8881709248668953,0.9485228225282655,0.9431507522000274,0.9437108702407033,0.9424282067440974,0.8253029497121414,0.6314667541681835,0.7138010791314209,0.6136287461414741
musa-acuminata-freshripe-4b180f20-2653-11ec-a773-d8c4975e38aa_jpg.rf.299d4c88ec2f2a945194751c4f47cf76.jpg,ripe,1452.3656163113997,2417.129046305705,1773.2721269694161,2556.825664102192,0.9776648476561468,0.9628282679804124,0.9727297984349428,0.9606799485728448,5.695551436515292,9.47893743649296,6.954008341056534,10.026767310204674,0.29971052916467994,0.3303101891163709,0.3133928682418249,0.33506892993626236,0.875195543706157,0.8653126680651009,0.8705052309831041,0.8633286494564356,0.9355188633620153,0.93022183809299,0.9330086982355009,0.9291548038171226,0.7830827863425213,0.6241304015227536,0.7351539829099041,0.6024072288522473
musa-acuminata-freshripe-4b370b1d-2653-11ec-af18-d8c4975e38aa_jpg.rf.e183a5c9de9d671430a75aeac90555cb.jpg,ripe,1310.7449026876739,2278.942662215126,1799.637685356812,2525.8658731310784,0.9798427567021243,0.9649533623133035,0.9723243366444683,0.9611560626037111,5.14017608897127,8.937030047902454,7.057402687673772,9.905356365219916,0.29325524740057396,0.32540745069799115,0.3144317777558495,0.3339889318045134,0.8773015855931031,0.8673051218647201,0.87014268885802,0.8637883570470181,0.936643787996858,0.9312921785694971,0.9328143914295169,0.9294021503348365,0.8041952027277132,0.6455441714126577,0.7311622639750043,0.607138917619397
musa-acuminata-freshripe-50d6a152-2653-11ec-a8e5-d8c4975e38aa_jpg.rf.a5689bfaa558797d93a522f2a74fe77d.jpg,ripe,1132.9657089898055,1747.3403977355206,1206.0359708063022,1763.952968500508,0.982576727632181,0.9731285885993984,0.9814530192414371,0.9728731127779578,4.443002780352178,6.852315285237335,4.729552826691381,6.917462621570619,0.23791978564135352,0.25512860445894614,0.24123112488695642,0.2557453662654233,0.906416899776335,0.9016567280920033,0.9053335954228978,0.9014150440256831,0.9520592942544781,0.9495560689564378,0.9514901972290086,0.9494287988183648,0.7721315081843395,0.6277807706660076,0.757435202528675,0.6242419534467561
musa-acuminata-freshripe-77bc0083-1d0a-11ec-9a56-d8c4975e38aa_jpg.rf.dc4975de7b3b6a9dcd0ae0bd0a1a65bc.jpg,ripe,974.772358665431,1651.4405574103644,1315.2647126969416,1888.5472492379156,0.985009498375028,0.9746033808413502,0.9797732489666142,0.9709570441171546,3.822636700648749,6.476237480040645,5.157900834105653,7.406067644070258,0.23395124907325002,0.25527306984328996,0.2496097717780364,0.26411560015435165,0.9068644561805718,0.9011338547438288,0.9018125382357475,0.8976859730709816,0.9522943117443115,0.9492807038720574,0.9496381090898508,0.9474629138235341,0.8087173490817796,0.6573257345962104,0.7419014617440395,0.6081260458276736
musa-acuminata-freshripe-7815e46c-1d0a-11ec-8f21-d8c4975e38aa_jpg.rf.f7aef3c03300a1373a4b997984966ed2.jpg,ripe,1163.851077386469,1778.300188706634,1251.2340708989805,1808.5048628247932,0.9821017581061965,0.9726524745685321,0.980757941886338,0.9721879730750039,4.5641218721038,6.973726230222093,4.906800278035218,7.0921759326462475,0.23934915109975055,0.25629691649620456,0.2432596668206653,0.25740557934429953,0.9059480379142935,0.9011956803107299,0.9046541123009542,0.9007567941562872,0.9518130267622383,0.9493132677418609,0.9511330676098662,0.9490820797782914,0.7659523037816405,0.6212420573008957,0.748379790667511,0.614808801373947
