Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
musa-acuminata-freshripe-43de8667-2653-11ec-a9f3-d8c4975e38aa_jpg.rf.e56f620664ffe3e56f85df2c683ada8d.jpg,ripe,12.153523284313724,25.43015763168012,15.64731924019608,26.48516724336794,0.9682598039215685,1.438708189158016,1.0754442401960784,1.443137254901961,0.7987371129136933,0.7472364156911185,0.79878083209192,0.7594559932090116,4.856004020048684,5.075957032149294,4.85951776004397,5.037498328232995,0.025308926474905985,0.021745324048760704,0.025899144062304764,0.0223005710547255,0.15908779486467836,0.14746295822599215,0.1609321101033127,0.1493337572510834,0.9888957410075114,0.976834086540094,0.9856969121444166,0.9758730174145731
musa-acuminata-freshripe-442acb3c-2653-11ec-a09b-d8c4975e38aa_jpg.rf.5733c2a384dbf5f83900cefeb9411c37.jpg,ripe,7.794515931372549,23.58680507497117,17.000444240196078,23.030557477893122,0.8242647058823529,1.3719031141868512,1.2034466911764705,1.452887351018839,0.817456845580918,0.7590122947045799,0.781100736302868,0.7499641951276154,4.959556960641562,5.220947350238474,5.110819093933555,5.2485638553163545,0.02391648060447754,0.02058991985603975,0.023178541512729477,0.020621345618555897,0.15464954123591038,0.14349188080180617,0.15224500488597148,0.14360134267671698,0.9943213726353798,0.9828665827912719,0.987636751771925,0.9832706337598869
musa-acuminata-freshripe-44b04409-2653-11ec-b743-d8c4975e38aa_jpg.rf.983163401e4b60b00f0e468e2babf24f.jpg,ripe,12.8812193627451,16.36764321414841,5.120205269607843,17.339930795847756,0.9201593137254904,1.008166089965398,0.5928155637254902,1.1806997308727412,0.8153945635840415,0.7860469605098961,0.8470556358008733,0.7760148689412726,4.669576861210353,4.80013949574662,4.5211887315377846,4.84149242353466,0.027061182921870507,0.023755402389374684,0.028386352609460604,0.023710833366222237,0.16450283560434606,0.15412787674322476,0.16848249941599455,0.15398322430129277,0.9845463848818943,0.9804341580437553,0.9938560331399936,0.9792718254847484
musa-acuminata-freshripe-45145e8c-2653-11ec-8c3a-d8c4975e38aa_jpg.rf.a98646f8a74eb707296eefb595a4d6ee.jpg,ripe,11.031050857843136,15.608919646289891,3.289491421568628,11.52239907727797,0.9469822303921569,1.2435524798154556,0.5316482843137256,0.9003921568627452,0.8012826405922937,0.7673936450676279,0.851610166973505,0.7916325143605589,4.810744235039787,4.9582536186187935,4.573776511651793,4.856305116493972,0.028029676273849002,0.025316936481266407,0.030135281455374745,0.025639058942964154,0.16742065665218556,0.15911296767160873,0.17359516541475095,0.1601220126745981,0.9902048588347115,0.9861503530101807,0.9970713980412371,0.9897762841175204
musa-acuminata-freshripe-457d3d65-2653-11ec-abaf-d8c4975e38aa_jpg.rf.b00f0bfde4ddce909ecbd5c6cc087167.jpg,ripe,11.668458946078431,13.550711264898117,3.1694087009803913,14.34108419838524,0.99296875,1.1926336024605921,0.5479013480392155,1.0075048058439062,0.7943487140910238,0.7629773104438986,0.8450965801522938,0.7853141299035319,4.689862656609793,4.819417218904779,4.449334650101444,4.743812593054759,0.03397570864139544,0.030085214851709507,0.03600266729029999,0.03113093030051879,0.18432500818227415,0.1734509004061654,0.1897436884070192,0.17643959391394776,0.9901114875478662,0.9884495815143843,0.9972894509360608,0.9877758933628953
musa-acuminata-freshripe-48cdbe24-2653-11ec-bb61-d8c4975e38aa_jpg.rf.b5598b616713733c17e42ed595dc9c99.jpg,ripe,6.953860294117646,21.825497885428682,15.645189950980393,20.834694348327567,0.7508884803921568,1.3351941560938103,1.0648590686274508,1.2781545559400234,0.8241716080294921,0.7604577476030097,0.8015594839271457,0.7660712670253702,4.891385622622774,5.178653353984478,5.008535094503783,5.155434109570546,0.026043784945618872,0.022275299610462422,0.02473694739365569,0.02215579794303229,0.16138086920579797,0.1492491192954331,0.15727983784851665,0.14884823795743196,0.9950876810790323,0.9846192565012035,0.9889403178510757,0.9853174803681297
musa-acuminata-freshripe-48cdbe25-2653-11ec-9d1c-d8c4975e38aa_jpg.rf.f441234dc09b07eea97927525ab54621.jpg,ripe,6.972794117647059,21.76650519031142,15.595955882352941,20.828296808919642,0.7488664215686274,1.3301191849288734,1.062530637254902,1.2753248750480584,0.8243297628583446,0.7609152317592471,0.8017155748320063,0.7660931431628965,4.891112270572043,5.179656154493041,5.009163257392068,5.153778633755837,0.025959563352474114,0.022201996836457624,0.02465644939089683,0.022030486426050006,0.16111971745405376,0.14900334505123575,0.15702372238262863,0.14842670388461102,0.9950748733209891,0.9846625529396709,0.9889763519258009,0.985323637956177
musa-acuminata-freshripe-4a4d77e5-2653-11ec-9a63-d8c4975e38aa_jpg.rf.72b0ab1eb34c6f0697f92283fdf52145.jpg,ripe,7.98236825980392,31.708589004229147,26.319454656862746,32.623683198769704,0.8333180147058823,1.6968396770472898,1.5909926470588234,1.823836985774702,0.7953874406300597,0.7267510712615715,0.7422543946650456,0.7077607771493083,5.032418502844647,5.3438385052989545,5.280891578578376,5.436358864604561,0.025795494939033364,0.02313394833353806,0.025291392771109672,0.021789016468246842,0.1606097597876087,0.15209848235119922,0.1590326783120679,0.14761103098429618,0.9956186969663116,0.9826446362383613,0.985668323698374,0.9821437581981355
musa-acuminata-freshripe-4b180f20-2653-11ec-a773-d8c4975e38aa_jpg.rf.299d4c88ec2f2a945194751c4f47cf76.jpg,ripe,15.794868259803922,40.52701268742791,26.200765931372548,37.360815071126495,1.0202359068627451,1.8124259900038449,1.4518688725490194,1.858162245290273,0.8089907622346146,0.7345660279938776,0.7727665786421324,0.7363047991677562,5.004606671510079,5.31242889685034,5.149099413783919,5.305045434473528,0.025627262477735422,0.021714131952620477,0.024577955152840853,0.022053816878463774,0.1600851725730257,0.14735715779228534,0.15677357925633023,0.14850527559135324,0.993282550533577,0.9828094668272066,0.9888510672605892,0.9841524877296957
musa-acuminata-freshripe-4b370b1d-2653-11ec-af18-d8c4975e38aa_jpg.rf.e183a5c9de9d671430a75aeac90555cb.jpg,ripe,9.265655637254902,33.48953479430989,25.84909620098039,32.721307189542486,0.9934129901960786,1.950249903883122,1.691344975490196,2.0214840445982314,0.7819546016277229,0.6914303714426389,0.7234910980931194,0.6933405883933196,5.353070733743883,5.723065070430708,5.591211713698292,5.715784215016105,0.01890271343391065,0.01546816208417163,0.017236501421666245,0.015769870666074815,0.13748713915821598,0.12437106610531097,0.1312878570990716,0.12557814565470704,0.9969326311716687,0.9889234596499611,0.9914750862502432,0.9891768236355286
